formula,X,B,A,A_w,A_d,A_dw,composition,Tolerance_Factor
Li3O(AlF4)0.5(BH4)0.5,Li,O,AlF4,0.5,BH4,0.5,Li3 Al0.5 B0.5 H2 O1 F2,1.0311973892303816
Li3O(AlF4)0.375(BH4)0.625,Li,O,AlF4,0.375,BH4,0.625,Li3 Al0.375 B0.625 H2.5 O1 F1.5,1.0017346066809425
Li3O(AlF4)0.25(BH4)0.75,Li,O,AlF4,0.25,BH4,0.75,Li3 Al0.25 B0.75 H3 O1 F1,0.9722718241315028
Li3O(AlF4)0.125(BH4)0.875,Li,O,AlF4,0.125,BH4,0.875,Li3 Al0.125 B0.875 H3.5 O1 F0.5,0.9428090415820632
Li3O(AlF4)0.5(BF4)0.5,Li,O,AlF4,0.5,BF4,0.5,Li3 Al0.5 B0.5 O1 F4,1.0966702393402472
Li3O(AlF4)0.375(BF4)0.625,Li,O,AlF4,0.375,BF4,0.625,Li3 Al0.375 B0.625 O1 F4,1.083575669318274
Li3O(AlF4)0.25(BF4)0.75,Li,O,AlF4,0.25,BF4,0.75,Li3 Al0.25 B0.75 O1 F4,1.070481099296301
Li3O(AlF4)0.125(BF4)0.875,Li,O,AlF4,0.125,BF4,0.875,Li3 Al0.125 B0.875 O1 F4,1.057386529274328
Li3O(AlF4)0.875F0.125,Li,O,AlF4,0.875,F,0.125,Li3 Al0.875 O1 F3.625,1.090941364955634
Li3O(AlF4)0.75F0.25,Li,O,AlF4,0.75,F,0.25,Li3 Al0.75 O1 F3.25,1.0328342104831283
Li3O(AlF4)0.625F0.375,Li,O,AlF4,0.625,F,0.375,Li3 Al0.625 O1 F2.875,0.9747270560106228
Li3O(AlF4)0.5F0.5,Li,O,AlF4,0.5,F,0.5,Li3 Al0.5 O1 F2.5,0.9166199015381172
Li3O(AlF4)0.375F0.625,Li,O,AlF4,0.375,F,0.625,Li3 Al0.375 O1 F2.125,0.8585127470656114
Li3O(AlF4)0.25F0.75,Li,O,AlF4,0.25,F,0.75,Li3 Al0.25 O1 F1.75,0.8004055925931058
Li3O(AlF4)0.125F0.875,Li,O,AlF4,0.125,F,0.875,Li3 Al0.125 O1 F1.375,0.7422984381206001
Li3O(AlF4)0.5(ClO4)0.5,Li,O,AlF4,0.5,ClO4,0.5,Li3 Al0.5 Cl0.5 O3 F2,1.0917597755820074
Li3O(AlF4)0.375(ClO4)0.625,Li,O,AlF4,0.375,ClO4,0.625,Li3 Al0.375 Cl0.625 O3.5 F1.5,1.0774375896204742
Li3O(AlF4)0.25(ClO4)0.75,Li,O,AlF4,0.25,ClO4,0.75,Li3 Al0.25 Cl0.75 O4 F1,1.0631154036589412
Li3O(AlF4)0.125(ClO4)0.875,Li,O,AlF4,0.125,ClO4,0.875,Li3 Al0.125 Cl0.875 O4.5 F0.5,1.0487932176974082
Li3O(AlF4)0.75Br0.25,Li,O,AlF4,0.75,Br,0.25,Li3 Al0.75 Br0.25 O1 F3,1.0843940799446474
Li3O(AlF4)0.625Br0.375,Li,O,AlF4,0.625,Br,0.375,Li3 Al0.625 Br0.375 O1 F2.5,1.0520668602029013
Li3O(AlF4)0.5Br0.5,Li,O,AlF4,0.5,Br,0.5,Li3 Al0.5 Br0.5 O1 F2,1.0197396404611552
Li3O(AlF4)0.375Br0.625,Li,O,AlF4,0.375,Br,0.625,Li3 Al0.375 Br0.625 O1 F1.5,0.9874124207194092
Li3O(AlF4)0.25Br0.75,Li,O,AlF4,0.25,Br,0.75,Li3 Al0.25 Br0.75 O1 F1,0.955085200977663
Li3O(AlF4)0.125Br0.875,Li,O,AlF4,0.125,Br,0.875,Li3 Al0.125 Br0.875 O1 F0.5,0.922757981235917
Li3O(AlF4)0.75(NH2)0.25,Li,O,AlF4,0.75,NH2,0.25,Li3 Al0.75 H0.5 N0.25 O1 F3,1.0639338142853143
Li3O(AlF4)0.625(NH2)0.375,Li,O,AlF4,0.625,NH2,0.375,Li3 Al0.625 H0.75 N0.375 O1 F2.5,1.0213764617139018
Li3O(AlF4)0.5(NH2)0.5,Li,O,AlF4,0.5,NH2,0.5,Li3 Al0.5 H1 N0.5 O1 F2,0.9788191091424894
Li3O(AlF4)0.375(NH2)0.625,Li,O,AlF4,0.375,NH2,0.625,Li3 Al0.375 H1.25 N0.625 O1 F1.5,0.9362617565710768
Li3O(AlF4)0.25(NH2)0.75,Li,O,AlF4,0.25,NH2,0.75,Li3 Al0.25 H1.5 N0.75 O1 F1,0.8937044039996642
Li3O(AlF4)0.125(NH2)0.875,Li,O,AlF4,0.125,NH2,0.875,Li3 Al0.125 H1.75 N0.875 O1 F0.5,0.8511470514282515
Li3OBH4,Li,O,BH4,1.0,,,Li3 B1 H4 O1,0.9133462590326238
Li3O(BH4)0.875I0.125,Li,O,BH4,0.875,I,0.125,Li3 B0.875 H3.5 I0.125 O1,0.920302749356797
Li3O(BH4)0.75I0.25,Li,O,BH4,0.75,I,0.25,Li3 B0.75 H3 I0.25 O1,0.9272592396809702
Li3O(BH4)0.625I0.375,Li,O,BH4,0.625,I,0.375,Li3 B0.625 H2.5 I0.375 O1,0.9342157300051436
Li3O(BH4)0.5I0.5,Li,O,BH4,0.5,I,0.5,Li3 B0.5 H2 I0.5 O1,0.9411722203293168
Li3O(BH4)0.375I0.625,Li,O,BH4,0.375,I,0.625,Li3 B0.375 H1.5 I0.625 O1,0.94812871065349
Li3O(BH4)0.25I0.75,Li,O,BH4,0.25,I,0.75,Li3 B0.25 H1 I0.75 O1,0.955085200977663
Li3O(BH4)0.125I0.875,Li,O,BH4,0.125,I,0.875,Li3 B0.125 H0.5 I0.875 O1,0.9620416913018364
Li3O(BH4)0.875(NO2)0.125,Li,O,BH4,0.875,NO2,0.125,Li3 B0.875 H3.5 N0.125 O1.25,0.9088450005875706
Li3O(BH4)0.75(NO2)0.25,Li,O,BH4,0.75,NO2,0.25,Li3 B0.75 H3 N0.25 O1.5,0.9043437421425172
Li3O(BH4)0.625(NO2)0.375,Li,O,BH4,0.625,NO2,0.375,Li3 B0.625 H2.5 N0.375 O1.75,0.899842483697464
Li3O(BH4)0.5(NO2)0.5,Li,O,BH4,0.5,NO2,0.5,Li3 B0.5 H2 N0.5 O2,0.8953412252524108
Li3O(BH4)0.375(NO2)0.625,Li,O,BH4,0.375,NO2,0.625,Li3 B0.375 H1.5 N0.625 O2.25,0.8908399668073576
Li3O(BH4)0.25(NO2)0.75,Li,O,BH4,0.25,NO2,0.75,Li3 B0.25 H1 N0.75 O2.5,0.8863387083623043
Li3O(BH4)0.125(NO2)0.875,Li,O,BH4,0.125,NO2,0.875,Li3 B0.125 H0.5 N0.875 O2.75,0.881837449917251
Li3O(BH4)0.875(IO4)0.125,Li,O,BH4,0.875,IO4,0.125,Li3 B0.875 H3.5 I0.125 O1.5,0.93216970343921
Li3O(BH4)0.75(IO4)0.25,Li,O,BH4,0.75,IO4,0.25,Li3 B0.75 H3 I0.25 O2,0.9509931478457964
Li3O(BH4)0.625(IO4)0.375,Li,O,BH4,0.625,IO4,0.375,Li3 B0.625 H2.5 I0.375 O2.5,0.9698165922523828
Li3O(BH4)0.5(IO4)0.5,Li,O,BH4,0.5,IO4,0.5,Li3 B0.5 H2 I0.5 O3,0.9886400366589692
Li3O(BH4)0.375(IO4)0.625,Li,O,BH4,0.375,IO4,0.625,Li3 B0.375 H1.5 I0.625 O3.5,1.0074634810655554
Li3O(BH4)0.25(IO4)0.75,Li,O,BH4,0.25,IO4,0.75,Li3 B0.25 H1 I0.75 O4,1.0262869254721418
Li3O(BH4)0.125(IO4)0.875,Li,O,BH4,0.125,IO4,0.875,Li3 B0.125 H0.5 I0.875 O4.5,1.045110369878728
Li3O(BH4)0.875(CN)0.125,Li,O,BH4,0.875,CN,0.125,Li3 B0.875 H3.5 C0.125 N0.125 O1,0.908435795274384
Li3O(BH4)0.75(CN)0.25,Li,O,BH4,0.75,CN,0.25,Li3 B0.75 H3 C0.25 N0.25 O1,0.903525331516144
Li3O(BH4)0.625(CN)0.375,Li,O,BH4,0.625,CN,0.375,Li3 B0.625 H2.5 C0.375 N0.375 O1,0.8986148677579041
Li3O(BH4)0.5(CN)0.5,Li,O,BH4,0.5,CN,0.5,Li3 B0.5 H2 C0.5 N0.5 O1,0.8937044039996642
Li3O(BH4)0.375(CN)0.625,Li,O,BH4,0.375,CN,0.625,Li3 B0.375 H1.5 C0.625 N0.625 O1,0.8887939402414242
Li3O(BH4)0.25(CN)0.75,Li,O,BH4,0.25,CN,0.75,Li3 B0.25 H1 C0.75 N0.75 O1,0.8838834764831843
Li3O(BH4)0.125(CN)0.875,Li,O,BH4,0.125,CN,0.875,Li3 B0.125 H0.5 C0.875 N0.875 O1,0.8789730127249444
Li3O(BH4)0.875Cl0.125,Li,O,BH4,0.875,Cl,0.125,Li3 B0.875 H3.5 Cl0.125 O1,0.9043437421425172
Li3O(BH4)0.75Cl0.25,Li,O,BH4,0.75,Cl,0.25,Li3 B0.75 H3 Cl0.25 O1,0.8953412252524108
Li3O(BH4)0.625Cl0.375,Li,O,BH4,0.625,Cl,0.375,Li3 B0.625 H2.5 Cl0.375 O1,0.8863387083623043
Li3O(BH4)0.5Cl0.5,Li,O,BH4,0.5,Cl,0.5,Li3 B0.5 H2 Cl0.5 O1,0.8773361914721978
Li3O(BH4)0.375Cl0.625,Li,O,BH4,0.375,Cl,0.625,Li3 B0.375 H1.5 Cl0.625 O1,0.8683336745820913
Li3O(BH4)0.25Cl0.75,Li,O,BH4,0.25,Cl,0.75,Li3 B0.25 H1 Cl0.75 O1,0.8593311576919848
Li3O(BH4)0.125Cl0.875,Li,O,BH4,0.125,Cl,0.875,Li3 B0.125 H0.5 Cl0.875 O1,0.8503286408018783
Li3O(BH4)0.875(ICl4)0.125,Li,O,BH4,0.875,ICl4,0.125,Li3 B0.875 H3.5 I0.125 Cl0.5 O1,0.9354433459447036
Li3O(BH4)0.75(ICl4)0.25,Li,O,BH4,0.75,ICl4,0.25,Li3 B0.75 H3 I0.25 Cl1 O1,0.957540432856783
Li3O(BH4)0.625(ICl4)0.375,Li,O,BH4,0.625,ICl4,0.375,Li3 B0.625 H2.5 I0.375 Cl1.5 O1,0.9796375197688626
Li3O(BH4)0.5(ICl4)0.5,Li,O,BH4,0.5,ICl4,0.5,Li3 B0.5 H2 I0.5 Cl2 O1,1.0017346066809425
Li3O(BH4)0.375(ICl4)0.625,Li,O,BH4,0.375,ICl4,0.625,Li3 B0.375 H1.5 I0.625 Cl2.5 O1,1.0238316935930218
Li3O(BH4)0.25(ICl4)0.75,Li,O,BH4,0.25,ICl4,0.75,Li3 B0.25 H1 I0.75 Cl3 O1,1.0459287805051014
Li3O(BH4)0.125(ICl4)0.875,Li,O,BH4,0.125,ICl4,0.875,Li3 B0.125 H0.5 I0.875 Cl3.5 O1,1.068025867417181
Li3O(BH4)0.875F0.125,Li,O,BH4,0.875,F,0.125,Li3 B0.875 H3.5 O1 F0.125,0.8847018871095577
Li3O(BH4)0.75F0.25,Li,O,BH4,0.75,F,0.25,Li3 B0.75 H3 O1 F0.25,0.8560575151864915
Li3O(BH4)0.625F0.375,Li,O,BH4,0.625,F,0.375,Li3 B0.625 H2.5 O1 F0.375,0.8274131432634253
Li3O(BH4)0.5F0.5,Li,O,BH4,0.5,F,0.5,Li3 B0.5 H2 O1 F0.5,0.7987687713403592
Li3O(BH4)0.375F0.625,Li,O,BH4,0.375,F,0.625,Li3 B0.375 H1.5 O1 F0.625,0.770124399417293
Li3O(BH4)0.25F0.75,Li,O,BH4,0.25,F,0.75,Li3 B0.25 H1 O1 F0.75,0.7414800274942268
Li3O(BH4)0.125F0.875,Li,O,BH4,0.125,F,0.875,Li3 B0.125 H0.5 O1 F0.875,0.7128356555711607
Li3O(BH4)0.875(ClO4)0.125,Li,O,BH4,0.875,ClO4,0.125,Li3 B0.875 H3.5 Cl0.125 O1.5,0.9284868556205302
Li3O(BH4)0.75(ClO4)0.25,Li,O,BH4,0.75,ClO4,0.25,Li3 B0.75 H3 Cl0.25 O2,0.9436274522084366
Li3O(BH4)0.625(ClO4)0.375,Li,O,BH4,0.625,ClO4,0.375,Li3 B0.625 H2.5 Cl0.375 O2.5,0.958768048796343
Li3O(BH4)0.5(ClO4)0.5,Li,O,BH4,0.5,ClO4,0.5,Li3 B0.5 H2 Cl0.5 O3,0.9739086453842494
Li3O(BH4)0.375(ClO4)0.625,Li,O,BH4,0.375,ClO4,0.625,Li3 B0.375 H1.5 Cl0.625 O3.5,0.9890492419721558
Li3O(BH4)0.25(ClO4)0.75,Li,O,BH4,0.25,ClO4,0.75,Li3 B0.25 H1 Cl0.75 O4,1.0041898385600625
Li3O(BH4)0.125(ClO4)0.875,Li,O,BH4,0.125,ClO4,0.875,Li3 B0.125 H0.5 Cl0.875 O4.5,1.0193304351479686
Li3O(BH4)0.875Br0.125,Li,O,BH4,0.875,Br,0.125,Li3 B0.875 H3.5 Br0.125 O1,0.9104818218403172
Li3O(BH4)0.75Br0.25,Li,O,BH4,0.75,Br,0.25,Li3 B0.75 H3 Br0.25 O1,0.9076173846480106
Li3O(BH4)0.625Br0.375,Li,O,BH4,0.625,Br,0.375,Li3 B0.625 H2.5 Br0.375 O1,0.904752947455704
Li3O(BH4)0.5Br0.5,Li,O,BH4,0.5,Br,0.5,Li3 B0.5 H2 Br0.5 O1,0.9018885102633972
Li3O(BH4)0.375Br0.625,Li,O,BH4,0.375,Br,0.625,Li3 B0.375 H1.5 Br0.625 O1,0.8990240730710908
Li3O(BH4)0.25Br0.75,Li,O,BH4,0.25,Br,0.75,Li3 B0.25 H1 Br0.75 O1,0.8961596358787841
Li3O(BH4)0.125Br0.875,Li,O,BH4,0.125,Br,0.875,Li3 B0.125 H0.5 Br0.875 O1,0.8932951986864776
Li3O(BH4)0.875(NH2)0.125,Li,O,BH4,0.875,NH2,0.125,Li3 B0.875 H3.75 N0.125 O1,0.9002516890106507
Li3O(BH4)0.75(NH2)0.25,Li,O,BH4,0.75,NH2,0.25,Li3 B0.75 H3.5 N0.25 O1,0.8871571189886777
Li3O(BH4)0.625(NH2)0.375,Li,O,BH4,0.625,NH2,0.375,Li3 B0.625 H3.25 N0.375 O1,0.8740625489667045
Li3O(BH4)0.5(NH2)0.5,Li,O,BH4,0.5,NH2,0.5,Li3 B0.5 H3 N0.5 O1,0.8609679789447314
Li3O(BH4)0.375(NH2)0.625,Li,O,BH4,0.375,NH2,0.625,Li3 B0.375 H2.75 N0.625 O1,0.8478734089227583
Li3O(BH4)0.25(NH2)0.75,Li,O,BH4,0.25,NH2,0.75,Li3 B0.25 H2.5 N0.75 O1,0.8347788389007852
Li3O(BH4)0.125(NH2)0.875,Li,O,BH4,0.125,NH2,0.875,Li3 B0.125 H2.25 N0.875 O1,0.8216842688788121
Li3OBF4,Li,O,BF4,1.0,,,Li3 B1 O1 F4,1.0442919592523547
Li3O(BF4)0.875I0.125,Li,O,BF4,0.875,I,0.125,Li3 B0.875 I0.125 O1 F3.5,1.0348802370490615
Li3O(BF4)0.75I0.25,Li,O,BF4,0.75,I,0.25,Li3 B0.75 I0.25 O1 F3,1.0254685148457685
Li3O(BF4)0.625I0.375,Li,O,BF4,0.625,I,0.375,Li3 B0.625 I0.375 O1 F2.5,1.0160567926424753
Li3O(BF4)0.5I0.5,Li,O,BF4,0.5,I,0.5,Li3 B0.5 I0.5 O1 F2,1.006645070439182
Li3O(BF4)0.375I0.625,Li,O,BF4,0.375,I,0.625,Li3 B0.375 I0.625 O1 F1.5,0.997233348235889
Li3O(BF4)0.25I0.75,Li,O,BF4,0.25,I,0.75,Li3 B0.25 I0.75 O1 F1,0.9878216260325958
Li3O(BF4)0.125I0.875,Li,O,BF4,0.125,I,0.875,Li3 B0.125 I0.875 O1 F0.5,0.9784099038293028
Li3O(BF4)0.875(NO2)0.125,Li,O,BF4,0.875,NO2,0.125,Li3 B0.875 N0.125 O1.25 F3.5,1.0234224882798353
Li3O(BF4)0.75(NO2)0.25,Li,O,BF4,0.75,NO2,0.25,Li3 B0.75 N0.25 O1.5 F3,1.0025530173073156
Li3O(BF4)0.625(NO2)0.375,Li,O,BF4,0.625,NO2,0.375,Li3 B0.625 N0.375 O1.75 F2.5,0.981683546334796
Li3O(BF4)0.5(NO2)0.5,Li,O,BF4,0.5,NO2,0.5,Li3 B0.5 N0.5 O2 F2,0.9608140753622764
Li3O(BF4)0.375(NO2)0.625,Li,O,BF4,0.375,NO2,0.625,Li3 B0.375 N0.625 O2.25 F1.5,0.9399446043897568
Li3O(BF4)0.25(NO2)0.75,Li,O,BF4,0.25,NO2,0.75,Li3 B0.25 N0.75 O2.5 F1,0.919075133417237
Li3O(BF4)0.125(NO2)0.875,Li,O,BF4,0.125,NO2,0.875,Li3 B0.125 N0.875 O2.75 F0.5,0.8982056624447174
Li3O(BF4)0.875(IO4)0.125,Li,O,BF4,0.875,IO4,0.125,Li3 B0.875 I0.125 O1.5 F3.5,1.0467471911314747
Li3O(BF4)0.75(IO4)0.25,Li,O,BF4,0.75,IO4,0.25,Li3 B0.75 I0.25 O2 F3,1.0492024230105947
Li3O(BF4)0.625(IO4)0.375,Li,O,BF4,0.625,IO4,0.375,Li3 B0.625 I0.375 O2.5 F2.5,1.0516576548897147
Li3O(BF4)0.5(IO4)0.5,Li,O,BF4,0.5,IO4,0.5,Li3 B0.5 I0.5 O3 F2,1.0541128867688347
Li3O(BF4)0.375(IO4)0.625,Li,O,BF4,0.375,IO4,0.625,Li3 B0.375 I0.625 O3.5 F1.5,1.0565681186479543
Li3O(BF4)0.25(IO4)0.75,Li,O,BF4,0.25,IO4,0.75,Li3 B0.25 I0.75 O4 F1,1.0590233505270743
Li3O(BF4)0.125(IO4)0.875,Li,O,BF4,0.125,IO4,0.875,Li3 B0.125 I0.875 O4.5 F0.5,1.0614785824061943
Li3O(BF4)0.875(CN)0.125,Li,O,BF4,0.875,CN,0.125,Li3 B0.875 C0.125 N0.125 O1 F3.5,1.0230132829666485
Li3O(BF4)0.75(CN)0.25,Li,O,BF4,0.75,CN,0.25,Li3 B0.75 C0.25 N0.25 O1 F3,1.0017346066809425
Li3O(BF4)0.625(CN)0.375,Li,O,BF4,0.625,CN,0.375,Li3 B0.625 C0.375 N0.375 O1 F2.5,0.980455930395236
Li3O(BF4)0.5(CN)0.5,Li,O,BF4,0.5,CN,0.5,Li3 B0.5 C0.5 N0.5 O1 F2,0.9591772541095296
Li3O(BF4)0.375(CN)0.625,Li,O,BF4,0.375,CN,0.625,Li3 B0.375 C0.625 N0.625 O1 F1.5,0.9378985778238234
Li3O(BF4)0.25(CN)0.75,Li,O,BF4,0.25,CN,0.75,Li3 B0.25 C0.75 N0.75 O1 F1,0.9166199015381172
Li3O(BF4)0.125(CN)0.875,Li,O,BF4,0.125,CN,0.875,Li3 B0.125 C0.875 N0.875 O1 F0.5,0.8953412252524108
Li3O(BF4)0.875Cl0.125,Li,O,BF4,0.875,Cl,0.125,Li3 B0.875 Cl0.125 O1 F3.5,1.0189212298347818
Li3O(BF4)0.75Cl0.25,Li,O,BF4,0.75,Cl,0.25,Li3 B0.75 Cl0.25 O1 F3,0.993550500417209
Li3O(BF4)0.625Cl0.375,Li,O,BF4,0.625,Cl,0.375,Li3 B0.625 Cl0.375 O1 F2.5,0.968179770999636
Li3O(BF4)0.5Cl0.5,Li,O,BF4,0.5,Cl,0.5,Li3 B0.5 Cl0.5 O1 F2,0.9428090415820632
Li3O(BF4)0.375Cl0.625,Li,O,BF4,0.375,Cl,0.625,Li3 B0.375 Cl0.625 O1 F1.5,0.9174383121644905
Li3O(BF4)0.25Cl0.75,Li,O,BF4,0.25,Cl,0.75,Li3 B0.25 Cl0.75 O1 F1,0.8920675827469176
Li3O(BF4)0.125Cl0.875,Li,O,BF4,0.125,Cl,0.875,Li3 B0.125 Cl0.875 O1 F0.5,0.8666968533293447
Li3O(BF4)0.875(ICl4)0.125,Li,O,BF4,0.875,ICl4,0.125,Li3 B0.875 I0.125 Cl0.5 O1 F3.5,1.050020833636968
Li3O(BF4)0.75(ICl4)0.25,Li,O,BF4,0.75,ICl4,0.25,Li3 B0.75 I0.25 Cl1 O1 F3,1.0557497080215812
Li3O(BF4)0.625(ICl4)0.375,Li,O,BF4,0.625,ICl4,0.375,Li3 B0.625 I0.375 Cl1.5 O1 F2.5,1.0614785824061943
Li3O(BF4)0.5(ICl4)0.5,Li,O,BF4,0.5,ICl4,0.5,Li3 B0.5 I0.5 Cl2 O1 F2,1.067207456790808
Li3O(BF4)0.375(ICl4)0.625,Li,O,BF4,0.375,ICl4,0.625,Li3 B0.375 I0.625 Cl2.5 O1 F1.5,1.072936331175421
Li3O(BF4)0.25(ICl4)0.75,Li,O,BF4,0.25,ICl4,0.75,Li3 B0.25 I0.75 Cl3 O1 F1,1.0786652055600343
Li3O(BF4)0.125(ICl4)0.875,Li,O,BF4,0.125,ICl4,0.875,Li3 B0.125 I0.875 Cl3.5 O1 F0.5,1.0843940799446474
Li3O(BF4)0.875(BH4)0.125,Li,O,BF4,0.875,BH4,0.125,Li3 B1 H0.5 O1 F3.5,1.0279237467248885
Li3O(BF4)0.75(BH4)0.25,Li,O,BF4,0.75,BH4,0.25,Li3 B1 H1 O1 F3,1.011555534197422
Li3O(BF4)0.625(BH4)0.375,Li,O,BF4,0.625,BH4,0.375,Li3 B1 H1.5 O1 F2.5,0.9951873216699556
Li3O(BF4)0.5(BH4)0.5,Li,O,BF4,0.5,BH4,0.5,Li3 B1 H2 O1 F2,0.9788191091424894
Li3O(BF4)0.375(BH4)0.625,Li,O,BF4,0.375,BH4,0.625,Li3 B1 H2.5 O1 F1.5,0.9624508966150228
Li3O(BF4)0.25(BH4)0.75,Li,O,BF4,0.25,BH4,0.75,Li3 B1 H3 O1 F1,0.9460826840875566
Li3O(BF4)0.125(BH4)0.875,Li,O,BF4,0.125,BH4,0.875,Li3 B1 H3.5 O1 F0.5,0.9297144715600902
Li3O(BF4)0.875F0.125,Li,O,BF4,0.875,F,0.125,Li3 B0.875 O1 F3.625,0.9992793748018224
Li3O(BF4)0.75F0.25,Li,O,BF4,0.75,F,0.25,Li3 B0.75 O1 F3.25,0.9542667903512898
Li3O(BF4)0.625F0.375,Li,O,BF4,0.625,F,0.375,Li3 B0.625 O1 F2.875,0.9092542059007572
Li3O(BF4)0.5F0.5,Li,O,BF4,0.5,F,0.5,Li3 B0.5 O1 F2.5,0.8642416214502247
Li3O(BF4)0.375F0.625,Li,O,BF4,0.375,F,0.625,Li3 B0.375 O1 F2.125,0.8192290369996922
Li3O(BF4)0.25F0.75,Li,O,BF4,0.25,F,0.75,Li3 B0.25 O1 F1.75,0.7742164525491596
Li3O(BF4)0.125F0.875,Li,O,BF4,0.125,F,0.875,Li3 B0.125 O1 F1.375,0.729203868098627
Li3O(BF4)0.875(ClO4)0.125,Li,O,BF4,0.875,ClO4,0.125,Li3 B0.875 Cl0.125 O1.5 F3.5,1.0430643433127949
Li3O(BF4)0.75(ClO4)0.25,Li,O,BF4,0.75,ClO4,0.25,Li3 B0.75 Cl0.25 O2 F3,1.041836727373235
Li3O(BF4)0.625(ClO4)0.375,Li,O,BF4,0.625,ClO4,0.375,Li3 B0.625 Cl0.375 O2.5 F2.5,1.0406091114336748
Li3O(BF4)0.5(ClO4)0.5,Li,O,BF4,0.5,ClO4,0.5,Li3 B0.5 Cl0.5 O3 F2,1.039381495494115
Li3O(BF4)0.375(ClO4)0.625,Li,O,BF4,0.375,ClO4,0.625,Li3 B0.375 Cl0.625 O3.5 F1.5,1.0381538795545548
Li3O(BF4)0.25(ClO4)0.75,Li,O,BF4,0.25,ClO4,0.75,Li3 B0.25 Cl0.75 O4 F1,1.036926263614995
Li3O(BF4)0.125(ClO4)0.875,Li,O,BF4,0.125,ClO4,0.875,Li3 B0.125 Cl0.875 O4.5 F0.5,1.035698647675435
Li3O(BF4)0.875Br0.125,Li,O,BF4,0.875,Br,0.125,Li3 B0.875 Br0.125 O1 F3.5,1.0250593095325815
Li3O(BF4)0.75Br0.25,Li,O,BF4,0.75,Br,0.25,Li3 B0.75 Br0.25 O1 F3,1.005826659812809
Li3O(BF4)0.625Br0.375,Li,O,BF4,0.625,Br,0.375,Li3 B0.625 Br0.375 O1 F2.5,0.9865940100930358
Li3O(BF4)0.5Br0.5,Li,O,BF4,0.5,Br,0.5,Li3 B0.5 Br0.5 O1 F2,0.9673613603732628
Li3O(BF4)0.375Br0.625,Li,O,BF4,0.375,Br,0.625,Li3 B0.375 Br0.625 O1 F1.5,0.94812871065349
Li3O(BF4)0.25Br0.75,Li,O,BF4,0.25,Br,0.75,Li3 B0.25 Br0.75 O1 F1,0.9288960609337168
Li3O(BF4)0.125Br0.875,Li,O,BF4,0.125,Br,0.875,Li3 B0.125 Br0.875 O1 F0.5,0.909663411213944
Li3O(BF4)0.875(NH2)0.125,Li,O,BF4,0.875,NH2,0.125,Li3 B0.875 H0.25 N0.125 O1 F3.5,1.0148291767029154
Li3O(BF4)0.75(NH2)0.25,Li,O,BF4,0.75,NH2,0.25,Li3 B0.75 H0.5 N0.25 O1 F3,0.9853663941534758
Li3O(BF4)0.625(NH2)0.375,Li,O,BF4,0.625,NH2,0.375,Li3 B0.625 H0.75 N0.375 O1 F2.5,0.9559036116040364
Li3O(BF4)0.5(NH2)0.5,Li,O,BF4,0.5,NH2,0.5,Li3 B0.5 H1 N0.5 O1 F2,0.9264408290545968
Li3O(BF4)0.375(NH2)0.625,Li,O,BF4,0.375,NH2,0.625,Li3 B0.375 H1.25 N0.625 O1 F1.5,0.8969780465051574
Li3O(BF4)0.25(NH2)0.75,Li,O,BF4,0.25,NH2,0.75,Li3 B0.25 H1.5 N0.75 O1 F1,0.867515263955718
Li3O(BF4)0.125(NH2)0.875,Li,O,BF4,0.125,NH2,0.875,Li3 B0.125 H1.75 N0.875 O1 F0.5,0.8380524814062785
Li3O(AlH4)0.75I0.25,Li,O,AlH4,0.75,I,0.25,Li3 Al0.75 H3 I0.25 O1,1.0819388480655274
Li3O(AlH4)0.625I0.375,Li,O,AlH4,0.625,I,0.375,Li3 Al0.625 H2.5 I0.375 O1,1.0631154036589412
Li3O(AlH4)0.5I0.5,Li,O,AlH4,0.5,I,0.5,Li3 Al0.5 H2 I0.5 O1,1.0442919592523547
Li3O(AlH4)0.375I0.625,Li,O,AlH4,0.375,I,0.625,Li3 Al0.375 H1.5 I0.625 O1,1.0254685148457685
Li3O(AlH4)0.25I0.75,Li,O,AlH4,0.25,I,0.75,Li3 Al0.25 H1 I0.75 O1,1.006645070439182
Li3O(AlH4)0.125I0.875,Li,O,AlH4,0.125,I,0.875,Li3 Al0.125 H0.5 I0.875 O1,0.9878216260325958
Li3O(AlH4)0.875(NO2)0.125,Li,O,AlH4,0.875,NO2,0.125,Li3 Al0.875 H3.5 N0.125 O1.25,1.0893045437028874
Li3O(AlH4)0.75(NO2)0.25,Li,O,AlH4,0.75,NO2,0.25,Li3 Al0.75 H3 N0.25 O1.5,1.0590233505270743
Li3O(AlH4)0.625(NO2)0.375,Li,O,AlH4,0.625,NO2,0.375,Li3 Al0.625 H2.5 N0.375 O1.75,1.0287421573512618
Li3O(AlH4)0.5(NO2)0.5,Li,O,AlH4,0.5,NO2,0.5,Li3 Al0.5 H2 N0.5 O2,0.9984609641754488
Li3O(AlH4)0.375(NO2)0.625,Li,O,AlH4,0.375,NO2,0.625,Li3 Al0.375 H1.5 N0.625 O2.25,0.968179770999636
Li3O(AlH4)0.25(NO2)0.75,Li,O,AlH4,0.25,NO2,0.75,Li3 Al0.25 H1 N0.75 O2.5,0.9378985778238234
Li3O(AlH4)0.125(NO2)0.875,Li,O,AlH4,0.125,NO2,0.875,Li3 Al0.125 H0.5 N0.875 O2.75,0.9076173846480106
